,Linear Model Coefs,Standard Errors
singleunit_pct,-0.2134308059208938,0.06724198843247323
duplex_pct,-0.038526662411649606,0.030046556493764375
smallmulti_pct,-0.1455892894873602,0.04932603136692622
largemulti_pct,0.032531148084817524,0.04577297640902887
