,Linear Model Coefs,Standard Errors
singleunit_pct,-1.0544950490725304,0.134745230179546
duplex_pct,-0.43214338160989024,0.05498470433324921
smallmulti_pct,-0.945655347762498,0.09004722863658787
largemulti_pct,-0.8401190825471572,0.09447858820194073
