,Linear Model Coefs,Standard Errors
Res_pct,-0.4994349196227948,0.05503869895498768
Com_pct,0.15495075621311788,0.0499182417679823
tothh_Cpoly,-0.4597228611102395,0.03906472310129089
tothh_ctot,-0.15602907784754824,0.04636442991431913
tothh_pct,0.749779627146669,0.039356554996476174
tothh_perkm,-0.12699085387693393,0.027260414195336157
ResCust,0.1758236814988269,0.0473225940580134
